Year,Month,Day,Date,D0,D1,D2,D2,D3,D4
2001,12,4,37229,0,0,0,0,0,0
2001,11,27,37222,0,0,0,0,0,0
2001,11,20,37215,0,0,0,0,0,0
2001,11,13,37208,0.04,0,0,0,0,0
2001,11,6,37201,0.04,0,0,0,0,0
2001,10,30,37194,0,0,0,0,0,0
2001,10,23,37187,0,0,0,0,0,0
2001,10,16,37180,0,0,0,0,0,0
2001,10,9,37173,0,0,0,0,0,0
2001,10,2,37166,0,0,0,0,0,0
2001,9,25,37159,0,0,0,0,0,0
2001,9,18,37152,0,0,0,0,0,0
2001,9,11,37145,0,0,0,0,0,0
2001,9,4,37138,0,0,0,0,0,0
2001,8,28,37131,0,0,0,0,0,0
2001,8,21,37124,0,0,0,0,0,0
2001,8,14,37117,0,0,0,0,0,0
2001,8,7,37110,0,0,0,0,0,0
2001,7,31,37103,0,0,0,0,0,0
2001,7,24,37096,0,0,0,0,0,0
2001,7,17,37089,0,0,0,0,0,0
2001,7,10,37082,0,0,0,0,0,0
2001,7,3,37075,32.9,0,0,0,0,0
2001,6,26,37068,30.62,0,0,0,0,0
2001,6,19,37061,30.62,0,0,0,0,0
2001,6,12,37054,0,0,0,0,0,0
2001,6,5,37047,0,0,0,0,0,0
2001,5,29,37040,0,0,0,0,0,0
2001,5,22,37033,0,0,0,0,0,0
2001,5,15,37026,0,0,0,0,0,0
2001,5,8,37019,0,0,0,0,0,0
2001,5,1,37012,0,0,0,0,0,0
2001,4,24,37005,0,0,0,0,0,0
2001,4,17,36998,0,0,0,0,0,0
2001,4,10,36991,0,0,0,0,0,0
2001,4,3,36984,0,0,0,0,0,0
2001,3,27,36977,0,0,0,0,0,0
2001,3,20,36970,0,0,0,0,0,0
2001,3,13,36963,0,0,0,0,0,0
2001,3,6,36956,0,0,0,0,0,0
2001,2,27,36949,0,0,0,0,0,0
2001,2,20,36942,0,0,0,0,0,0
2001,2,13,36935,0,0,0,0,0,0
2001,2,6,36928,0,0,0,0,0,0
2001,1,30,36921,0,0,0,0,0,0
2001,1,23,36914,0,0,0,0,0,0
2001,1,16,36907,0,0,0,0,0,0
2001,1,9,36900,10.38,0,0,0,0,0
2001,1,2,36893,0,0,0,0,0,0
2000,12,26,36886,0,0,0,0,0,0
2000,12,19,36879,0,0,0,0,0,0
2000,12,12,36872,0,0,0,0,0,0
2000,12,5,36865,0,0,0,0,0,0
2000,11,28,36858,0,0,0,0,0,0
2000,11,21,36851,0,0,0,0,0,0
2000,11,14,36844,0,0,0,0,0,0
2000,11,7,36837,0,0,0,0,0,0
2000,10,31,36830,8.56,0,0,0,0,0
2000,10,24,36823,42.82,8.89,0,0,0,0
2000,10,17,36816,71.12,23.28,1.94,1.94,0,0
2000,10,10,36809,99.73,32.91,6.64,6.64,0,0
2000,10,3,36802,99.73,32.99,2.26,2.26,0,0
2000,9,26,36795,86.39,16.03,2.26,2.26,0,0
2000,9,19,36788,74.84,8.92,2.26,2.26,0,0
2000,9,12,36781,74.84,8.92,2.26,2.26,0,0
2000,9,5,36774,74.84,8.92,2.26,2.26,0,0
2000,8,29,36767,75.2,26.03,3.93,3.93,0,0
2000,8,22,36760,76.33,31.05,8.6,8.6,0,0
2000,8,15,36753,80.55,28.99,9.27,9.27,0,0
2000,8,8,36746,100,20.15,0,0,0,0
2000,8,1,36739,93.05,10.12,0,0,0,0
2000,7,25,36732,93.05,8,0,0,0,0
2000,7,18,36725,85.73,0.4,0,0,0,0
2000,7,11,36718,49.34,0.42,0,0,0,0
2000,7,4,36711,49.17,0,0,0,0,0
2000,6,27,36704,82.2,51.92,7.46,7.46,0,0
2000,6,20,36697,82.2,50.6,6.22,6.22,0,0
2000,6,13,36690,81.49,50.6,6.22,6.22,0,0
2000,6,6,36683,82.58,48.64,6.22,6.22,0,0
2000,5,30,36676,77.49,39.56,6.22,6.22,0,0
2000,5,23,36669,77.51,32.63,6.22,6.22,0,0
2000,5,16,36662,76.85,32.63,6.22,6.22,0,0
2000,5,9,36655,50.61,24.73,0,0,0,0
2000,5,2,36648,48.68,21.65,0,0,0,0
2000,4,25,36641,37.18,10.03,0,0,0,0
2000,4,18,36634,40.12,10.03,0,0,0,0
2000,4,11,36627,38.07,13.56,0,0,0,0
2000,4,4,36620,38.03,13.11,0,0,0,0
2000,3,28,36613,41.3,7.48,0,0,0,0
2000,3,21,36606,43.91,8.02,0,0,0,0
2000,3,14,36599,43.91,8.02,0,0,0,0
2000,3,7,36592,76.4,33.39,0,0,0,0
2000,2,29,36585,83.99,36.67,0,0,0,0
2000,2,22,36578,94.9,37.5,0,0,0,0
2000,2,15,36571,100,37.5,0,0,0,0
2000,2,8,36564,100,0,0,0,0,0
2000,2,1,36557,100,0,0,0,0,0
2000,1,25,36550,100,0,0,0,0,0
2000,1,18,36543,100,0,0,0,0,0
2000,1,11,36536,100,0,0,0,0,0
2000,1,4,36529,60.46,0,0,0,0,0
